step,community_0,community_1,community_2,community_4,community_5,community_6,community_7,community_10,community_12,community_13,community_14,community_16,community_17,community_22,community_30,community_31,community_32,community_36,community_42,community_45,community_46,community_53,community_55,community_60,community_86,community_156
209,0.0674,0.0081,0.0191,0.0305,0.0619,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0187,0.0197,0.0349,0.0281,0.0359,0.0849,0.0223,0.0373,0.0441,0.0304
210,0.0674,0.0081,0.0191,0.0306,0.0619,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0187,0.0197,0.0349,0.0281,0.0359,0.0849,0.0223,0.0373,0.0441,0.0304
211,0.0674,0.0082,0.0191,0.0306,0.0619,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0187,0.0197,0.0349,0.0281,0.0359,0.0849,0.0223,0.0373,0.0441,0.0304
212,0.0674,0.0082,0.0191,0.0306,0.0619,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0187,0.0198,0.0349,0.0281,0.0359,0.0849,0.0223,0.0373,0.0441,0.0304
213,0.0674,0.0083,0.0191,0.0306,0.0619,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0187,0.0198,0.0349,0.0281,0.0359,0.0849,0.0223,0.0373,0.0441,0.0304
214,0.0674,0.0083,0.0191,0.0306,0.0619,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0187,0.0198,0.0349,0.0281,0.0359,0.0850,0.0223,0.0373,0.0441,0.0304
215,0.0674,0.0084,0.0191,0.0306,0.0619,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0187,0.0198,0.0349,0.0281,0.0359,0.0850,0.0223,0.0373,0.0441,0.0304
216,0.0674,0.0084,0.0191,0.0306,0.0619,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0187,0.0198,0.0349,0.0281,0.0359,0.0850,0.0223,0.0373,0.0441,0.0304
217,0.0674,0.0085,0.0191,0.0306,0.0619,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0186,0.0198,0.0349,0.0281,0.0359,0.0850,0.0223,0.0373,0.0441,0.0304
218,0.0674,0.0085,0.0191,0.0306,0.0619,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0186,0.0198,0.0349,0.0281,0.0359,0.0850,0.0223,0.0373,0.0441,0.0304
219,0.0674,0.0086,0.0191,0.0306,0.0619,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0186,0.0198,0.0349,0.0281,0.0359,0.0850,0.0223,0.0373,0.0441,0.0304
220,0.0674,0.0086,0.0191,0.0306,0.0619,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0186,0.0198,0.0350,0.0281,0.0359,0.0850,0.0223,0.0373,0.0441,0.0304
221,0.0674,0.0087,0.0191,0.0306,0.0619,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0186,0.0198,0.0350,0.0281,0.0359,0.0850,0.0223,0.0373,0.0441,0.0304
222,0.0674,0.0087,0.0191,0.0306,0.0619,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0186,0.0198,0.0350,0.0281,0.0359,0.0850,0.0223,0.0373,0.0441,0.0304
223,0.0674,0.0088,0.0191,0.0306,0.0619,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0186,0.0199,0.0350,0.0281,0.0359,0.0850,0.0223,0.0373,0.0441,0.0304
224,0.0674,0.0088,0.0191,0.0306,0.0619,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0186,0.0199,0.0350,0.0281,0.0359,0.0850,0.0223,0.0373,0.0441,0.0304
225,0.0674,0.0089,0.0191,0.0306,0.0619,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0186,0.0199,0.0350,0.0281,0.0359,0.0850,0.0223,0.0373,0.0441,0.0304
226,0.0674,0.0089,0.0191,0.0306,0.0619,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0186,0.0199,0.0350,0.0281,0.0359,0.0850,0.0223,0.0373,0.0441,0.0304
227,0.0674,0.0090,0.0191,0.0306,0.0619,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0186,0.0199,0.0350,0.0281,0.0359,0.0850,0.0223,0.0373,0.0441,0.0304
228,0.0674,0.0090,0.0191,0.0306,0.0619,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0186,0.0199,0.0350,0.0281,0.0359,0.0850,0.0223,0.0373,0.0441,0.0304
229,0.0674,0.0091,0.0191,0.0306,0.0619,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0186,0.0199,0.0350,0.0281,0.0359,0.0850,0.0223,0.0373,0.0441,0.0304
230,0.0674,0.0091,0.0191,0.0306,0.0619,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0186,0.0199,0.0350,0.0281,0.0359,0.0850,0.0223,0.0373,0.0441,0.0304
231,0.0674,0.0091,0.0191,0.0306,0.0619,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0186,0.0199,0.0350,0.0281,0.0359,0.0850,0.0223,0.0373,0.0441,0.0304
232,0.0674,0.0092,0.0191,0.0306,0.0619,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0186,0.0199,0.0350,0.0281,0.0359,0.0850,0.0223,0.0373,0.0441,0.0304
233,0.0674,0.0092,0.0191,0.0306,0.0619,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0186,0.0199,0.0350,0.0281,0.0359,0.0851,0.0223,0.0373,0.0441,0.0304
234,0.0674,0.0093,0.0191,0.0306,0.0619,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0186,0.0199,0.0350,0.0281,0.0359,0.0851,0.0223,0.0373,0.0441,0.0304
235,0.0674,0.0093,0.0191,0.0306,0.0619,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0186,0.0200,0.0350,0.0281,0.0359,0.0851,0.0223,0.0373,0.0441,0.0304
236,0.0674,0.0094,0.0191,0.0307,0.0619,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0186,0.0200,0.0350,0.0281,0.0359,0.0851,0.0223,0.0373,0.0441,0.0304
237,0.0674,0.0094,0.0191,0.0307,0.0619,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0186,0.0200,0.0350,0.0281,0.0359,0.0851,0.0223,0.0373,0.0441,0.0304
238,0.0674,0.0094,0.0191,0.0307,0.0619,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0186,0.0200,0.0350,0.0281,0.0359,0.0851,0.0223,0.0373,0.0441,0.0304
239,0.0674,0.0095,0.0191,0.0307,0.0619,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0186,0.0200,0.0350,0.0281,0.0359,0.0851,0.0223,0.0373,0.0441,0.0304
240,0.0674,0.0095,0.0191,0.0307,0.0619,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0186,0.0200,0.0350,0.0281,0.0359,0.0851,0.0223,0.0373,0.0441,0.0304
241,0.0674,0.0096,0.0191,0.0307,0.0619,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0186,0.0200,0.0350,0.0281,0.0359,0.0851,0.0223,0.0373,0.0441,0.0304
242,0.0674,0.0096,0.0191,0.0307,0.0619,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0186,0.0200,0.0350,0.0281,0.0359,0.0851,0.0223,0.0373,0.0441,0.0304
243,0.0674,0.0096,0.0191,0.0307,0.0619,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0186,0.0200,0.0350,0.0281,0.0359,0.0851,0.0223,0.0373,0.0441,0.0304
244,0.0674,0.0097,0.0191,0.0307,0.0619,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0186,0.0200,0.0350,0.0281,0.0359,0.0851,0.0223,0.0373,0.0441,0.0304
245,0.0674,0.0097,0.0191,0.0307,0.0619,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0185,0.0200,0.0350,0.0281,0.0359,0.0851,0.0223,0.0373,0.0441,0.0304
246,0.0674,0.0097,0.0191,0.0307,0.0619,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0185,0.0200,0.0350,0.0281,0.0359,0.0851,0.0223,0.0373,0.0441,0.0304
247,0.0674,0.0098,0.0191,0.0307,0.0618,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0185,0.0200,0.0350,0.0281,0.0359,0.0851,0.0223,0.0373,0.0441,0.0304
248,0.0674,0.0098,0.0191,0.0307,0.0618,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0185,0.0201,0.0350,0.0281,0.0359,0.0851,0.0223,0.0373,0.0441,0.0304
249,0.0674,0.0098,0.0191,0.0307,0.0618,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0185,0.0201,0.0350,0.0281,0.0359,0.0851,0.0223,0.0373,0.0441,0.0304
250,0.0674,0.0099,0.0191,0.0307,0.0618,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0185,0.0201,0.0350,0.0281,0.0359,0.0851,0.0223,0.0373,0.0441,0.0304
251,0.0674,0.0099,0.0191,0.0307,0.0618,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0185,0.0201,0.0350,0.0281,0.0359,0.0851,0.0223,0.0373,0.0441,0.0304
252,0.0674,0.0099,0.0191,0.0307,0.0618,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0185,0.0201,0.0350,0.0281,0.0359,0.0851,0.0223,0.0373,0.0441,0.0304
253,0.0674,0.0100,0.0191,0.0307,0.0618,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0185,0.0201,0.0350,0.0281,0.0359,0.0851,0.0223,0.0373,0.0441,0.0304
254,0.0674,0.0100,0.0191,0.0307,0.0618,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0185,0.0201,0.0350,0.0281,0.0359,0.0851,0.0223,0.0373,0.0441,0.0304
255,0.0674,0.0100,0.0191,0.0307,0.0618,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0185,0.0201,0.0351,0.0281,0.0359,0.0851,0.0223,0.0373,0.0441,0.0304
256,0.0674,0.0101,0.0191,0.0307,0.0618,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0185,0.0201,0.0351,0.0281,0.0359,0.0851,0.0223,0.0373,0.0441,0.0304
257,0.0674,0.0101,0.0191,0.0307,0.0618,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0185,0.0201,0.0351,0.0281,0.0359,0.0851,0.0223,0.0373,0.0441,0.0304
258,0.0674,0.0101,0.0191,0.0307,0.0618,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0185,0.0201,0.0351,0.0281,0.0359,0.0851,0.0223,0.0373,0.0441,0.0304
259,0.0674,0.0102,0.0191,0.0307,0.0618,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0185,0.0201,0.0351,0.0281,0.0359,0.0851,0.0223,0.0373,0.0441,0.0304
260,0.0674,0.0102,0.0191,0.0307,0.0618,0.0308,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0185,0.0201,0.0351,0.0281,0.0359,0.0851,0.0223,0.0373,0.0441,0.0304
261,0.0674,0.0102,0.0191,0.0307,0.0618,0.0307,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0185,0.0201,0.0351,0.0281,0.0359,0.0851,0.0223,0.0373,0.0441,0.0304
262,0.0674,0.0103,0.0191,0.0307,0.0618,0.0307,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0185,0.0202,0.0351,0.0281,0.0359,0.0851,0.0223,0.0373,0.0441,0.0304
263,0.0674,0.0103,0.0191,0.0307,0.0618,0.0307,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0185,0.0202,0.0351,0.0281,0.0359,0.0851,0.0223,0.0373,0.0441,0.0304
264,0.0674,0.0103,0.0191,0.0307,0.0618,0.0307,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0185,0.0202,0.0351,0.0281,0.0359,0.0851,0.0223,0.0373,0.0441,0.0304
265,0.0674,0.0103,0.0191,0.0307,0.0618,0.0307,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0185,0.0202,0.0351,0.0281,0.0359,0.0851,0.0223,0.0373,0.0441,0.0304
266,0.0674,0.0104,0.0191,0.0307,0.0618,0.0307,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0185,0.0202,0.0351,0.0281,0.0359,0.0851,0.0223,0.0373,0.0441,0.0304
267,0.0674,0.0104,0.0191,0.0307,0.0618,0.0307,0.0276,0.0271,0.0525,0.0282,0.0537,0.0175,0.0512,0.1234,0.0978,0.0162,0.0185,0.0202,0.0351,0.0281,0.0359,0.0851,0.0223,0.0373,0.0441,0.0304
268,0.0674,0.0104,0.0191,0.0307,0.0618,0.0307,0.0276,0.0271,0.0525,0.0282,0.0536,0.0175,0.0512,0.1234,0.0978,0.0162,0.0185,0.0202,0.0351,0.0281,0.0359,0.0852,0.0223,0.0373,0.0441,0.0304
269,0.0674,0.0104,0.0191,0.0307,0.0618,0.0307,0.0276,0.0271,0.0525,0.0282,0.0536,0.0175,0.0512,0.1234,0.0978,0.0162,0.0185,0.0202,0.0351,0.0281,0.0359,0.0852,0.0223,0.0373,0.0441,0.0304
270,0.0674,0.0105,0.0191,0.0307,0.0618,0.0307,0.0276,0.0271,0.0525,0.0282,0.0536,0.0175,0.0512,0.1234,0.0978,0.0162,0.0185,0.0202,0.0351,0.0281,0.0359,0.0852,0.0223,0.0373,0.0441,0.0304
271,0.0674,0.0105,0.0191,0.0307,0.0618,0.0307,0.0276,0.0271,0.0526,0.0282,0.0536,0.0175,0.0512,0.1234,0.0978,0.0162,0.0185,0.0202,0.0351,0.0281,0.0359,0.0852,0.0223,0.0373,0.0441,0.0304
272,0.0674,0.0105,0.0191,0.0307,0.0618,0.0307,0.0276,0.0271,0.0526,0.0282,0.0536,0.0175,0.0512,0.1234,0.0978,0.0162,0.0185,0.0202,0.0351,0.0281,0.0359,0.0852,0.0223,0.0373,0.0441,0.0304
273,0.0674,0.0105,0.0191,0.0307,0.0618,0.0307,0.0276,0.0271,0.0526,0.0282,0.0536,0.0175,0.0512,0.1234,0.0978,0.0162,0.0185,0.0202,0.0351,0.0281,0.0359,0.0852,0.0223,0.0373,0.0441,0.0304
274,0.0674,0.0106,0.0191,0.0307,0.0618,0.0307,0.0276,0.0271,0.0526,0.0282,0.0536,0.0175,0.0512,0.1234,0.0978,0.0162,0.0185,0.0202,0.0351,0.0281,0.0359,0.0852,0.0223,0.0373,0.0441,0.0304
275,0.0674,0.0106,0.0191,0.0307,0.0618,0.0307,0.0276,0.0271,0.0526,0.0282,0.0536,0.0175,0.0512,0.1234,0.0978,0.0162,0.0185,0.0202,0.0351,0.0281,0.0359,0.0852,0.0223,0.0373,0.0441,0.0304
276,0.0674,0.0106,0.0191,0.0307,0.0618,0.0307,0.0276,0.0271,0.0526,0.0282,0.0536,0.0175,0.0512,0.1234,0.0978,0.0162,0.0185,0.0202,0.0351,0.0281,0.0359,0.0845,0.0223,0.0373,0.0441,0.0304
277,0.0674,0.0106,0.0191,0.0307,0.0618,0.0307,0.0276,0.0271,0.0526,0.0282,0.0536,0.0175,0.0512,0.1234,0.0978,0.0162,0.0185,0.0202,0.0351,0.0281,0.0359,0.0839,0.0223,0.0373,0.0441,0.0304
278,0.0674,0.0106,0.0191,0.0307,0.0618,0.0307,0.0276,0.0271,0.0526,0.0282,0.0536,0.0175,0.0512,0.1234,0.0978,0.0162,0.0185,0.0203,0.0351,0.0281,0.0359,0.0833,0.0223,0.0373,0.0441,0.0304
279,0.0674,0.0107,0.0191,0.0307,0.0618,0.0307,0.0276,0.0271,0.0526,0.0282,0.0536,0.0175,0.0512,0.1234,0.0978,0.0162,0.0185,0.0203,0.0351,0.0281,0.0359,0.0828,0.0223,0.0373,0.0441,0.0304
280,0.0674,0.0107,0.0191,0.0307,0.0618,0.0307,0.0276,0.0271,0.0526,0.0282,0.0536,0.0175,0.0512,0.1234,0.0978,0.0162,0.0185,0.0203,0.0351,0.0281,0.0359,0.0823,0.0223,0.0373,0.0441,0.0304
281,0.0674,0.0107,0.0191,0.0307,0.0618,0.0307,0.0276,0.0271,0.0526,0.0282,0.0536,0.0175,0.0512,0.1234,0.0978,0.0162,0.0185,0.0203,0.0351,0.0281,0.0359,0.0819,0.0223,0.0373,0.0441,0.0304
282,0.0674,0.0107,0.0191,0.0307,0.0618,0.0307,0.0276,0.0271,0.0526,0.0282,0.0536,0.0175,0.0512,0.1234,0.0978,0.0162,0.0185,0.0203,0.0351,0.0281,0.0359,0.0815,0.0223,0.0373,0.0441,0.0304
283,0.0674,0.0107,0.0191,0.0307,0.0618,0.0307,0.0276,0.0271,0.0526,0.0282,0.0536,0.0175,0.0512,0.1234,0.0978,0.0162,0.0185,0.0203,0.0351,0.0281,0.0359,0.0811,0.0223,0.0373,0.0441,0.0304
284,0.0674,0.0108,0.0191,0.0307,0.0618,0.0307,0.0276,0.0271,0.0526,0.0282,0.0536,0.0175,0.0512,0.1234,0.0978,0.0162,0.0185,0.0203,0.0351,0.0281,0.0359,0.0807,0.0223,0.0373,0.0441,0.0304
285,0.0674,0.0108,0.0191,0.0307,0.0618,0.0307,0.0276,0.0271,0.0526,0.0282,0.0536,0.0175,0.0512,0.1234,0.0978,0.0162,0.0185,0.0203,0.0351,0.0281,0.0359,0.0804,0.0223,0.0373,0.0441,0.0304
286,0.0674,0.0108,0.0191,0.0307,0.0618,0.0307,0.0276,0.0271,0.0526,0.0282,0.0536,0.0175,0.0512,0.1234,0.0978,0.0162,0.0185,0.0203,0.0351,0.0281,0.0359,0.0801,0.0223,0.0373,0.0441,0.0304
287,0.0674,0.0108,0.0191,0.0307,0.0618,0.0307,0.0276,0.0271,0.0526,0.0282,0.0536,0.0175,0.0512,0.1234,0.0978,0.0162,0.0185,0.0203,0.0351,0.0281,0.0359,0.0798,0.0223,0.0373,0.0441,0.0304
288,0.0674,0.0108,0.0191,0.0307,0.0618,0.0307,0.0276,0.0271,0.0526,0.0282,0.0536,0.0175,0.0512,0.1234,0.0978,0.0162,0.0185,0.0203,0.0351,0.0281,0.0359,0.0796,0.0223,0.0373,0.0441,0.0304
289,0.0674,0.0108,0.0191,0.0307,0.0618,0.0307,0.0276,0.0271,0.0526,0.0282,0.0536,0.0175,0.0512,0.1234,0.0978,0.0162,0.0185,0.0203,0.0351,0.0281,0.0359,0.0793,0.0223,0.0373,0.0441,0.0304
290,0.0674,0.0109,0.0191,0.0307,0.0618,0.0307,0.0276,0.0271,0.0526,0.0282,0.0536,0.0175,0.0512,0.1234,0.0978,0.0162,0.0185,0.0203,0.0351,0.0281,0.0359,0.0791,0.0223,0.0373,0.0441,0.0304
291,0.0674,0.0109,0.0191,0.0307,0.0618,0.0307,0.0276,0.0271,0.0526,0.0282,0.0536,0.0175,0.0512,0.1234,0.0978,0.0162,0.0185,0.0203,0.0351,0.0281,0.0359,0.0789,0.0223,0.0373,0.0441,0.0304
292,0.0674,0.0109,0.0191,0.0307,0.0618,0.0307,0.0276,0.0271,0.0526,0.0282,0.0536,0.0175,0.0512,0.1234,0.0978,0.0162,0.0185,0.0203,0.0351,0.0281,0.0359,0.0787,0.0223,0.0373,0.0441,0.0304
293,0.0674,0.0109,0.0191,0.0307,0.0618,0.0307,0.0276,0.0271,0.0526,0.0282,0.0536,0.0175,0.0512,0.1234,0.0978,0.0162,0.0185,0.0203,0.0351,0.0281,0.0359,0.0786,0.0223,0.0373,0.0441,0.0304
294,0.0674,0.0109,0.0191,0.0307,0.0618,0.0307,0.0276,0.0271,0.0526,0.0282,0.0536,0.0175,0.0512,0.1234,0.0978,0.0162,0.0185,0.0203,0.0351,0.0281,0.0359,0.0784,0.0223,0.0373,0.0441,0.0304
295,0.0674,0.0109,0.0191,0.0307,0.0618,0.0307,0.0276,0.0271,0.0526,0.0282,0.0536,0.0175,0.0512,0.1234,0.0978,0.0162,0.0185,0.0203,0.0351,0.0281,0.0359,0.0782,0.0223,0.0373,0.0441,0.0304
296,0.0674,0.0109,0.0191,0.0307,0.0618,0.0307,0.0276,0.0271,0.0526,0.0282,0.0536,0.0175,0.0512,0.1234,0.0978,0.0162,0.0185,0.0204,0.0351,0.0281,0.0359,0.0781,0.0223,0.0373,0.0441,0.0304
297,0.0674,0.0110,0.0191,0.0307,0.0618,0.0307,0.0276,0.0271,0.0526,0.0282,0.0536,0.0175,0.0512,0.1234,0.0978,0.0162,0.0185,0.0204,0.0351,0.0281,0.0359,0.0780,0.0223,0.0373,0.0441,0.0304
298,0.0674,0.0110,0.0191,0.0307,0.0618,0.0307,0.0276,0.0271,0.0526,0.0282,0.0536,0.0175,0.0512,0.1234,0.0978,0.0162,0.0185,0.0204,0.0351,0.0281,0.0359,0.0778,0.0223,0.0373,0.0441,0.0304
299,0.0674,0.0110,0.0191,0.0307,0.0618,0.0307,0.0276,0.0271,0.0526,0.0282,0.0536,0.0175,0.0512,0.1234,0.0978,0.0162,0.0185,0.0204,0.0351,0.0281,0.0359,0.0777,0.0223,0.0373,0.0441,0.0304
