step,community_0,community_1,community_2,community_3,community_4,community_6,community_7,community_8,community_9,community_10,community_11,community_14,community_15,community_17,community_18,community_19,community_20,community_21,community_22,community_27,community_28,community_29,community_30,community_31,community_38,community_39,community_40,community_52,community_57
16,0.0017,0.0005,0.0008,0.0005,0.0006,0.0005,0.0006,0.0014,0.0006,0.0018,0.0005,0.0004,0.0004,0.0010,0.0007,0.0003,0.0005,0.0004,0.0008,0.0004,0.0009,0.0006,0.0005,0.0363,0.0004,0.0009,0.0009,0.0003,0.0010
17,0.0017,0.0004,0.0007,0.0004,0.0006,0.0004,0.0005,0.0014,0.0006,0.0018,0.0005,0.0004,0.0004,0.0010,0.0007,0.0003,0.0004,0.0003,0.0007,0.0004,0.0009,0.0005,0.0004,0.0375,0.0004,0.0008,0.0008,0.0003,0.0010
18,0.0018,0.0004,0.0007,0.0004,0.0005,0.0004,0.0005,0.0015,0.0005,0.0019,0.0004,0.0003,0.0004,0.0009,0.0006,0.0003,0.0004,0.0003,0.0007,0.0003,0.0008,0.0005,0.0004,0.0386,0.0003,0.0008,0.0008,0.0003,0.0010
19,0.0018,0.0004,0.0006,0.0004,0.0005,0.0003,0.0004,0.0016,0.0005,0.0019,0.0004,0.0003,0.0004,0.0008,0.0006,0.0002,0.0004,0.0003,0.0006,0.0003,0.0007,0.0005,0.0004,0.0396,0.0003,0.0007,0.0007,0.0002,0.0010
20,0.0018,0.0003,0.0006,0.0003,0.0005,0.0003,0.0004,0.0017,0.0005,0.0019,0.0003,0.0003,0.0003,0.0008,0.0005,0.0002,0.0004,0.0002,0.0006,0.0003,0.0007,0.0004,0.0003,0.0404,0.0003,0.0007,0.0007,0.0002,0.0010
21,0.0018,0.0003,0.0006,0.0003,0.0004,0.0003,0.0004,0.0018,0.0004,0.0019,0.0003,0.0002,0.0003,0.0007,0.0005,0.0002,0.0003,0.0002,0.0006,0.0002,0.0006,0.0004,0.0003,0.0411,0.0002,0.0006,0.0006,0.0002,0.0010
22,0.0018,0.0003,0.0005,0.0003,0.0004,0.0002,0.0003,0.0020,0.0004,0.0020,0.0003,0.0002,0.0003,0.0007,0.0004,0.0002,0.0003,0.0002,0.0005,0.0002,0.0006,0.0004,0.0003,0.0416,0.0002,0.0006,0.0006,0.0002,0.0011
23,0.0018,0.0002,0.0005,0.0002,0.0004,0.0002,0.0003,0.0021,0.0004,0.0020,0.0003,0.0002,0.0003,0.0006,0.0004,0.0002,0.0003,0.0002,0.0005,0.0002,0.0005,0.0004,0.0003,0.0421,0.0002,0.0005,0.0005,0.0002,0.0011
24,0.0019,0.0002,0.0005,0.0002,0.0004,0.0002,0.0003,0.0022,0.0004,0.0021,0.0002,0.0002,0.0003,0.0006,0.0004,0.0001,0.0003,0.0002,0.0005,0.0002,0.0005,0.0003,0.0002,0.0424,0.0002,0.0005,0.0005,0.0001,0.0011
25,0.0019,0.0002,0.0004,0.0002,0.0004,0.0002,0.0003,0.0023,0.0004,0.0021,0.0002,0.0002,0.0003,0.0006,0.0003,0.0001,0.0003,0.0002,0.0005,0.0002,0.0005,0.0003,0.0002,0.0427,0.0002,0.0005,0.0005,0.0001,0.0012
26,0.0019,0.0002,0.0004,0.0002,0.0004,0.0002,0.0003,0.0024,0.0003,0.0022,0.0002,0.0001,0.0003,0.0005,0.0003,0.0001,0.0003,0.0002,0.0005,0.0002,0.0004,0.0003,0.0002,0.0429,0.0001,0.0005,0.0004,0.0001,0.0012
27,0.0020,0.0002,0.0004,0.0002,0.0004,0.0002,0.0003,0.0025,0.0003,0.0023,0.0002,0.0001,0.0003,0.0005,0.0003,0.0001,0.0004,0.0001,0.0004,0.0002,0.0004,0.0003,0.0002,0.0431,0.0001,0.0004,0.0004,0.0001,0.0012
28,0.0020,0.0001,0.0004,0.0002,0.0004,0.0001,0.0003,0.0026,0.0003,0.0024,0.0002,0.0001,0.0003,0.0005,0.0003,0.0001,0.0004,0.0001,0.0004,0.0001,0.0004,0.0003,0.0002,0.0432,0.0001,0.0004,0.0004,0.0001,0.0013
29,0.0020,0.0001,0.0004,0.0001,0.0004,0.0001,0.0003,0.0028,0.0003,0.0024,0.0001,0.0001,0.0003,0.0004,0.0003,0.0001,0.0004,0.0001,0.0004,0.0001,0.0003,0.0003,0.0002,0.0432,0.0001,0.0004,0.0003,0.0001,0.0013
30,0.0020,0.0001,0.0004,0.0001,0.0005,0.0001,0.0003,0.0029,0.0003,0.0025,0.0001,0.0001,0.0003,0.0004,0.0002,0.0001,0.0004,0.0001,0.0004,0.0001,0.0003,0.0003,0.0002,0.0432,0.0001,0.0004,0.0003,0.0001,0.0014
31,0.0021,0.0001,0.0004,0.0001,0.0005,0.0001,0.0003,0.0030,0.0003,0.0026,0.0001,0.0001,0.0003,0.0004,0.0002,0.0001,0.0004,0.0001,0.0004,0.0001,0.0003,0.0003,0.0002,0.0432,0.0001,0.0003,0.0003,0.0001,0.0014
32,0.0021,0.0001,0.0003,0.0001,0.0005,0.0001,0.0003,0.0031,0.0003,0.0027,0.0001,0.0001,0.0003,0.0004,0.0002,0.0001,0.0005,0.0001,0.0004,0.0001,0.0003,0.0003,0.0001,0.0431,0.0001,0.0003,0.0003,0.0001,0.0015
33,0.0021,0.0001,0.0003,0.0001,0.0005,0.0001,0.0003,0.0033,0.0003,0.0028,0.0001,0.0001,0.0003,0.0004,0.0002,0.0001,0.0005,0.0001,0.0004,0.0001,0.0003,0.0003,0.0001,0.0430,0.0001,0.0003,0.0003,0.0001,0.0015
34,0.0022,0.0001,0.0003,0.0001,0.0005,0.0001,0.0003,0.0034,0.0003,0.0029,0.0001,0.0001,0.0003,0.0003,0.0002,0.0001,0.0005,0.0001,0.0004,0.0001,0.0002,0.0003,0.0001,0.0429,0.0001,0.0003,0.0002,0.0001,0.0016
35,0.0022,0.0001,0.0003,0.0001,0.0005,0.0001,0.0003,0.0035,0.0003,0.0030,0.0001,0.0001,0.0003,0.0003,0.0002,0.0001,0.0006,0.0001,0.0004,0.0001,0.0002,0.0003,0.0001,0.0428,0.0001,0.0003,0.0002,0.0001,0.0016
36,0.0022,0.0001,0.0003,0.0001,0.0006,0.0001,0.0003,0.0037,0.0003,0.0031,0.0001,0.0001,0.0003,0.0003,0.0002,0.0001,0.0006,0.0001,0.0004,0.0001,0.0002,0.0003,0.0001,0.0426,0.0001,0.0003,0.0002,0.0001,0.0017
37,0.0022,0.0001,0.0003,0.0001,0.0006,0.0001,0.0003,0.0038,0.0002,0.0032,0.0001,0.0001,0.0003,0.0003,0.0001,0.0001,0.0006,0.0001,0.0004,0.0001,0.0002,0.0003,0.0001,0.0424,0.0000,0.0002,0.0002,0.0001,0.0017
38,0.0023,0.0001,0.0003,0.0001,0.0006,0.0001,0.0003,0.0040,0.0002,0.0034,0.0001,0.0000,0.0003,0.0003,0.0001,0.0001,0.0007,0.0001,0.0004,0.0001,0.0002,0.0003,0.0001,0.0423,0.0000,0.0002,0.0002,0.0001,0.0018
39,0.0023,0.0001,0.0003,0.0001,0.0007,0.0001,0.0003,0.0041,0.0002,0.0035,0.0001,0.0000,0.0003,0.0003,0.0001,0.0001,0.0007,0.0001,0.0004,0.0001,0.0002,0.0003,0.0001,0.0421,0.0000,0.0002,0.0002,0.0001,0.0018
40,0.0023,0.0001,0.0003,0.0001,0.0007,0.0001,0.0003,0.0042,0.0002,0.0036,0.0001,0.0000,0.0003,0.0002,0.0001,0.0001,0.0007,0.0001,0.0004,0.0001,0.0002,0.0003,0.0001,0.0419,0.0000,0.0002,0.0002,0.0001,0.0019
41,0.0023,0.0000,0.0004,0.0001,0.0007,0.0001,0.0004,0.0044,0.0002,0.0038,0.0001,0.0000,0.0003,0.0002,0.0001,0.0001,0.0008,0.0001,0.0004,0.0001,0.0002,0.0003,0.0001,0.0417,0.0000,0.0002,0.0002,0.0001,0.0019
42,0.0024,0.0000,0.0004,0.0001,0.0007,0.0001,0.0004,0.0046,0.0002,0.0039,0.0001,0.0000,0.0003,0.0002,0.0001,0.0001,0.0008,0.0001,0.0004,0.0001,0.0001,0.0003,0.0001,0.0415,0.0000,0.0002,0.0001,0.0001,0.0020
43,0.0024,0.0000,0.0004,0.0001,0.0008,0.0001,0.0004,0.0047,0.0002,0.0041,0.0001,0.0000,0.0003,0.0002,0.0001,0.0001,0.0009,0.0001,0.0004,0.0001,0.0001,0.0003,0.0001,0.0413,0.0000,0.0002,0.0001,0.0001,0.0020
44,0.0024,0.0000,0.0004,0.0001,0.0008,0.0000,0.0004,0.0049,0.0002,0.0042,0.0001,0.0000,0.0003,0.0002,0.0001,0.0001,0.0009,0.0001,0.0004,0.0001,0.0001,0.0003,0.0001,0.0411,0.0000,0.0002,0.0001,0.0001,0.0020
45,0.0024,0.0000,0.0004,0.0001,0.0009,0.0000,0.0004,0.0051,0.0002,0.0044,0.0000,0.0000,0.0004,0.0002,0.0001,0.0001,0.0009,0.0001,0.0004,0.0001,0.0001,0.0003,0.0001,0.0410,0.0000,0.0002,0.0001,0.0001,0.0021
46,0.0025,0.0000,0.0004,0.0001,0.0009,0.0000,0.0005,0.0052,0.0002,0.0045,0.0000,0.0000,0.0004,0.0002,0.0001,0.0001,0.0010,0.0001,0.0004,0.0001,0.0001,0.0003,0.0001,0.0408,0.0000,0.0001,0.0001,0.0001,0.0021
47,0.0025,0.0000,0.0005,0.0000,0.0009,0.0000,0.0005,0.0054,0.0002,0.0047,0.0000,0.0000,0.0004,0.0002,0.0001,0.0001,0.0010,0.0001,0.0004,0.0001,0.0001,0.0004,0.0001,0.0406,0.0000,0.0001,0.0001,0.0002,0.0022
48,0.0025,0.0000,0.0005,0.0000,0.0010,0.0000,0.0005,0.0056,0.0002,0.0049,0.0000,0.0000,0.0004,0.0002,0.0001,0.0001,0.0011,0.0001,0.0005,0.0001,0.0001,0.0004,0.0001,0.0404,0.0000,0.0001,0.0001,0.0002,0.0022
49,0.0025,0.0000,0.0005,0.0000,0.0010,0.0000,0.0005,0.0058,0.0002,0.0050,0.0000,0.0000,0.0004,0.0002,0.0001,0.0001,0.0011,0.0001,0.0005,0.0001,0.0001,0.0004,0.0001,0.0402,0.0000,0.0001,0.0001,0.0002,0.0023
50,0.0026,0.0000,0.0005,0.0000,0.0011,0.0000,0.0006,0.0060,0.0002,0.0052,0.0000,0.0000,0.0004,0.0002,0.0001,0.0001,0.0011,0.0001,0.0005,0.0001,0.0001,0.0004,0.0001,0.0400,0.0000,0.0001,0.0001,0.0002,0.0023
51,0.0026,0.0000,0.0006,0.0000,0.0011,0.0000,0.0006,0.0062,0.0002,0.0054,0.0000,0.0000,0.0004,0.0002,0.0001,0.0001,0.0012,0.0001,0.0005,0.0001,0.0001,0.0004,0.0001,0.0399,0.0000,0.0001,0.0001,0.0002,0.0023
52,0.0026,0.0000,0.0006,0.0000,0.0011,0.0000,0.0006,0.0064,0.0002,0.0056,0.0000,0.0000,0.0004,0.0002,0.0000,0.0001,0.0012,0.0001,0.0005,0.0001,0.0001,0.0004,0.0001,0.0397,0.0000,0.0001,0.0001,0.0002,0.0024
53,0.0026,0.0000,0.0007,0.0000,0.0012,0.0000,0.0006,0.0066,0.0002,0.0058,0.0000,0.0000,0.0004,0.0002,0.0000,0.0001,0.0013,0.0001,0.0005,0.0001,0.0001,0.0004,0.0001,0.0396,0.0000,0.0001,0.0001,0.0002,0.0024
54,0.0027,0.0000,0.0007,0.0000,0.0012,0.0000,0.0007,0.0068,0.0002,0.0060,0.0000,0.0000,0.0005,0.0002,0.0000,0.0001,0.0013,0.0001,0.0005,0.0001,0.0001,0.0004,0.0001,0.0394,0.0000,0.0001,0.0001,0.0002,0.0025
55,0.0027,0.0000,0.0008,0.0000,0.0013,0.0000,0.0007,0.0070,0.0002,0.0062,0.0000,0.0001,0.0005,0.0001,0.0000,0.0001,0.0014,0.0001,0.0005,0.0001,0.0001,0.0004,0.0001,0.0392,0.0000,0.0001,0.0001,0.0003,0.0025
56,0.0027,0.0000,0.0008,0.0000,0.0013,0.0000,0.0008,0.0072,0.0002,0.0064,0.0000,0.0001,0.0005,0.0001,0.0000,0.0001,0.0014,0.0001,0.0006,0.0001,0.0001,0.0005,0.0001,0.0391,0.0000,0.0001,0.0001,0.0003,0.0025
57,0.0027,0.0000,0.0009,0.0000,0.0014,0.0000,0.0008,0.0074,0.0002,0.0066,0.0000,0.0001,0.0005,0.0001,0.0000,0.0001,0.0015,0.0001,0.0006,0.0001,0.0001,0.0005,0.0001,0.0390,0.0000,0.0001,0.0001,0.0003,0.0026
58,0.0028,0.0000,0.0010,0.0000,0.0015,0.0000,0.0008,0.0076,0.0002,0.0068,0.0000,0.0001,0.0005,0.0001,0.0000,0.0001,0.0015,0.0001,0.0006,0.0001,0.0001,0.0005,0.0001,0.0388,0.0000,0.0001,0.0001,0.0003,0.0026
59,0.0028,0.0000,0.0010,0.0000,0.0015,0.0000,0.0009,0.0079,0.0002,0.0070,0.0000,0.0001,0.0005,0.0001,0.0000,0.0001,0.0015,0.0001,0.0006,0.0001,0.0001,0.0005,0.0001,0.0387,0.0000,0.0001,0.0001,0.0003,0.0027
60,0.0028,0.0000,0.0011,0.0000,0.0016,0.0000,0.0009,0.0081,0.0002,0.0072,0.0000,0.0001,0.0005,0.0001,0.0000,0.0001,0.0016,0.0001,0.0006,0.0001,0.0001,0.0005,0.0001,0.0386,0.0000,0.0001,0.0001,0.0004,0.0027
61,0.0029,0.0000,0.0012,0.0000,0.0016,0.0000,0.0010,0.0083,0.0002,0.0075,0.0001,0.0001,0.0006,0.0001,0.0000,0.0001,0.0016,0.0001,0.0007,0.0001,0.0001,0.0005,0.0001,0.0385,0.0000,0.0001,0.0001,0.0004,0.0027
62,0.0029,0.0000,0.0013,0.0000,0.0017,0.0000,0.0010,0.0085,0.0002,0.0077,0.0001,0.0001,0.0006,0.0001,0.0000,0.0001,0.0017,0.0001,0.0007,0.0001,0.0001,0.0006,0.0001,0.0384,0.0000,0.0001,0.0001,0.0004,0.0028
63,0.0029,0.0000,0.0014,0.0000,0.0017,0.0000,0.0011,0.0088,0.0002,0.0079,0.0001,0.0001,0.0006,0.0001,0.0000,0.0001,0.0017,0.0000,0.0007,0.0001,0.0001,0.0006,0.0001,0.0382,0.0000,0.0001,0.0001,0.0004,0.0028
64,0.0030,0.0000,0.0015,0.0000,0.0018,0.0000,0.0011,0.0090,0.0002,0.0082,0.0001,0.0001,0.0006,0.0001,0.0000,0.0001,0.0018,0.0000,0.0007,0.0001,0.0001,0.0006,0.0001,0.0381,0.0000,0.0001,0.0001,0.0004,0.0028
65,0.0030,0.0000,0.0016,0.0000,0.0019,0.0000,0.0012,0.0093,0.0002,0.0084,0.0001,0.0001,0.0006,0.0001,0.0000,0.0001,0.0018,0.0000,0.0007,0.0001,0.0001,0.0006,0.0001,0.0380,0.0000,0.0001,0.0000,0.0005,0.0029
66,0.0030,0.0000,0.0018,0.0000,0.0019,0.0000,0.0013,0.0095,0.0002,0.0086,0.0001,0.0001,0.0006,0.0001,0.0000,0.0001,0.0019,0.0000,0.0008,0.0001,0.0001,0.0006,0.0001,0.0380,0.0000,0.0001,0.0000,0.0005,0.0029
67,0.0031,0.0000,0.0019,0.0000,0.0020,0.0000,0.0013,0.0097,0.0002,0.0089,0.0001,0.0001,0.0007,0.0001,0.0000,0.0001,0.0019,0.0000,0.0008,0.0001,0.0001,0.0007,0.0001,0.0379,0.0000,0.0000,0.0000,0.0005,0.0029
68,0.0031,0.0001,0.0021,0.0000,0.0021,0.0000,0.0014,0.0100,0.0002,0.0091,0.0001,0.0001,0.0007,0.0001,0.0000,0.0002,0.0020,0.0000,0.0008,0.0001,0.0001,0.0007,0.0001,0.0378,0.0000,0.0000,0.0000,0.0006,0.0030
69,0.0031,0.0001,0.0022,0.0000,0.0021,0.0000,0.0015,0.0102,0.0002,0.0094,0.0001,0.0001,0.0007,0.0002,0.0000,0.0002,0.0020,0.0000,0.0008,0.0001,0.0001,0.0007,0.0001,0.0377,0.0000,0.0000,0.0000,0.0006,0.0030
70,0.0032,0.0001,0.0024,0.0000,0.0022,0.0000,0.0015,0.0105,0.0002,0.0096,0.0001,0.0001,0.0007,0.0002,0.0000,0.0002,0.0021,0.0000,0.0008,0.0001,0.0001,0.0007,0.0001,0.0376,0.0000,0.0000,0.0000,0.0006,0.0030
71,0.0032,0.0001,0.0026,0.0000,0.0023,0.0000,0.0016,0.0107,0.0002,0.0099,0.0001,0.0001,0.0007,0.0002,0.0000,0.0002,0.0022,0.0000,0.0009,0.0001,0.0001,0.0008,0.0001,0.0376,0.0000,0.0000,0.0000,0.0007,0.0031
72,0.0033,0.0001,0.0028,0.0000,0.0024,0.0000,0.0017,0.0110,0.0002,0.0102,0.0001,0.0001,0.0008,0.0002,0.0000,0.0002,0.0022,0.0000,0.0009,0.0001,0.0001,0.0008,0.0001,0.0375,0.0000,0.0000,0.0000,0.0007,0.0031
73,0.0033,0.0001,0.0030,0.0000,0.0024,0.0000,0.0018,0.0112,0.0002,0.0104,0.0001,0.0002,0.0008,0.0002,0.0000,0.0002,0.0023,0.0000,0.0009,0.0001,0.0001,0.0008,0.0001,0.0374,0.0000,0.0000,0.0000,0.0007,0.0031
74,0.0033,0.0001,0.0033,0.0000,0.0025,0.0000,0.0019,0.0114,0.0002,0.0107,0.0001,0.0002,0.0008,0.0002,0.0000,0.0002,0.0023,0.0000,0.0009,0.0002,0.0001,0.0008,0.0001,0.0374,0.0000,0.0000,0.0000,0.0008,0.0032
75,0.0034,0.0001,0.0035,0.0000,0.0026,0.0000,0.0020,0.0117,0.0002,0.0109,0.0001,0.0002,0.0008,0.0002,0.0000,0.0002,0.0024,0.0000,0.0010,0.0002,0.0001,0.0009,0.0001,0.0373,0.0000,0.0000,0.0000,0.0008,0.0032
76,0.0034,0.0001,0.0038,0.0000,0.0027,0.0000,0.0021,0.0119,0.0002,0.0112,0.0001,0.0002,0.0009,0.0002,0.0000,0.0002,0.0024,0.0000,0.0010,0.0002,0.0001,0.0009,0.0001,0.0372,0.0001,0.0000,0.0000,0.0008,0.0032
77,0.0035,0.0001,0.0041,0.0000,0.0028,0.0000,0.0022,0.0121,0.0002,0.0115,0.0001,0.0002,0.0009,0.0002,0.0000,0.0003,0.0025,0.0000,0.0010,0.0002,0.0001,0.0009,0.0001,0.0372,0.0001,0.0000,0.0000,0.0009,0.0032
78,0.0035,0.0001,0.0044,0.0000,0.0029,0.0000,0.0023,0.0124,0.0002,0.0117,0.0001,0.0002,0.0009,0.0002,0.0000,0.0003,0.0026,0.0000,0.0011,0.0002,0.0002,0.0010,0.0001,0.0371,0.0001,0.0000,0.0000,0.0009,0.0033
79,0.0036,0.0001,0.0047,0.0000,0.0029,0.0000,0.0024,0.0126,0.0002,0.0120,0.0001,0.0002,0.0009,0.0002,0.0000,0.0003,0.0026,0.0000,0.0011,0.0002,0.0002,0.0010,0.0001,0.0371,0.0001,0.0000,0.0000,0.0010,0.0033
80,0.0037,0.0001,0.0050,0.0000,0.0030,0.0000,0.0025,0.0128,0.0002,0.0123,0.0001,0.0002,0.0010,0.0002,0.0000,0.0003,0.0027,0.0000,0.0011,0.0002,0.0002,0.0010,0.0001,0.0370,0.0001,0.0000,0.0000,0.0010,0.0033
81,0.0037,0.0001,0.0054,0.0000,0.0031,0.0000,0.0026,0.0130,0.0002,0.0125,0.0001,0.0002,0.0010,0.0002,0.0000,0.0003,0.0028,0.0000,0.0012,0.0002,0.0002,0.0011,0.0001,0.0370,0.0001,0.0000,0.0000,0.0011,0.0034
82,0.0038,0.0001,0.0057,0.0000,0.0032,0.0000,0.0028,0.0132,0.0002,0.0128,0.0001,0.0003,0.0010,0.0002,0.0000,0.0003,0.0028,0.0000,0.0012,0.0002,0.0002,0.0011,0.0001,0.0370,0.0001,0.0000,0.0000,0.0011,0.0034
83,0.0038,0.0002,0.0061,0.0000,0.0033,0.0000,0.0029,0.0134,0.0002,0.0131,0.0002,0.0003,0.0011,0.0002,0.0000,0.0004,0.0029,0.0000,0.0012,0.0002,0.0002,0.0011,0.0001,0.0369,0.0001,0.0000,0.0000,0.0012,0.0034
84,0.0039,0.0002,0.0065,0.0000,0.0034,0.0000,0.0030,0.0136,0.0002,0.0133,0.0002,0.0003,0.0011,0.0003,0.0000,0.0004,0.0030,0.0000,0.0012,0.0002,0.0002,0.0012,0.0001,0.0369,0.0001,0.0000,0.0000,0.0012,0.0035
85,0.0040,0.0002,0.0069,0.0000,0.0035,0.0000,0.0032,0.0138,0.0002,0.0136,0.0002,0.0003,0.0011,0.0003,0.0000,0.0004,0.0031,0.0000,0.0013,0.0003,0.0002,0.0012,0.0001,0.0369,0.0001,0.0000,0.0000,0.0013,0.0035
86,0.0041,0.0002,0.0074,0.0000,0.0036,0.0000,0.0033,0.0140,0.0002,0.0139,0.0002,0.0003,0.0012,0.0003,0.0000,0.0004,0.0031,0.0000,0.0013,0.0003,0.0002,0.0013,0.0001,0.0368,0.0001,0.0000,0.0000,0.0014,0.0035
87,0.0041,0.0002,0.0078,0.0000,0.0037,0.0000,0.0035,0.0142,0.0002,0.0141,0.0002,0.0003,0.0012,0.0003,0.0000,0.0004,0.0032,0.0000,0.0013,0.0003,0.0003,0.0013,0.0001,0.0368,0.0001,0.0000,0.0000,0.0014,0.0036
88,0.0042,0.0002,0.0083,0.0000,0.0038,0.0000,0.0037,0.0143,0.0002,0.0144,0.0002,0.0003,0.0012,0.0003,0.0000,0.0005,0.0033,0.0000,0.0014,0.0003,0.0003,0.0013,0.0001,0.0368,0.0001,0.0000,0.0000,0.0015,0.0036
89,0.0043,0.0002,0.0088,0.0000,0.0039,0.0000,0.0038,0.0145,0.0002,0.0147,0.0002,0.0004,0.0013,0.0003,0.0000,0.0005,0.0034,0.0000,0.0014,0.0003,0.0003,0.0014,0.0001,0.0367,0.0001,0.0000,0.0000,0.0015,0.0036
90,0.0044,0.0003,0.0093,0.0000,0.0041,0.0000,0.0040,0.0146,0.0002,0.0149,0.0002,0.0004,0.0013,0.0003,0.0000,0.0005,0.0035,0.0000,0.0014,0.0003,0.0003,0.0014,0.0001,0.0367,0.0001,0.0000,0.0000,0.0016,0.0037
91,0.0045,0.0003,0.0098,0.0000,0.0042,0.0000,0.0042,0.0148,0.0002,0.0152,0.0003,0.0004,0.0014,0.0004,0.0000,0.0005,0.0036,0.0000,0.0015,0.0003,0.0003,0.0015,0.0001,0.0367,0.0001,0.0000,0.0000,0.0017,0.0037
92,0.0045,0.0003,0.0103,0.0000,0.0043,0.0000,0.0044,0.0149,0.0002,0.0155,0.0003,0.0004,0.0014,0.0004,0.0000,0.0006,0.0036,0.0000,0.0015,0.0004,0.0004,0.0015,0.0001,0.0367,0.0001,0.0000,0.0000,0.0018,0.0037
