step,community_0,community_1,community_2,community_3,community_4,community_5,community_6,community_7,community_9,community_10,community_12,community_13,community_14,community_15,community_16,community_17,community_19,community_23,community_31,community_34,community_35,community_39,community_41,community_45,community_48,community_49,community_51,community_52,community_53,community_60,community_61,community_66,community_76,community_81,community_82
224,0.0110,0.0042,0.0054,0.0043,0.0078,0.0100,0.0005,0.0453,0.0034,0.0113,0.0288,0.0095,0.0173,0.0030,0.0014,0.0159,0.0071,0.0067,0.0163,0.0175,0.0306,0.0240,0.0124,0.0066,0.0034,0.0045,0.0000,0.0064,0.0039,0.0002,0.0090,0.0169,0.0043,0.0131,0.0088
225,0.0111,0.0042,0.0054,0.0043,0.0078,0.0100,0.0005,0.0453,0.0034,0.0113,0.0288,0.0095,0.0173,0.0030,0.0014,0.0159,0.0072,0.0067,0.0165,0.0175,0.0306,0.0240,0.0124,0.0066,0.0034,0.0045,0.0000,0.0064,0.0039,0.0002,0.0090,0.0169,0.0043,0.0131,0.0088
226,0.0111,0.0042,0.0054,0.0043,0.0078,0.0100,0.0005,0.0453,0.0034,0.0113,0.0288,0.0095,0.0173,0.0031,0.0014,0.0159,0.0072,0.0067,0.0167,0.0175,0.0306,0.0240,0.0124,0.0066,0.0034,0.0045,0.0000,0.0064,0.0039,0.0003,0.0090,0.0169,0.0043,0.0131,0.0088
227,0.0111,0.0042,0.0054,0.0043,0.0078,0.0100,0.0005,0.0453,0.0034,0.0113,0.0288,0.0095,0.0173,0.0032,0.0014,0.0159,0.0072,0.0067,0.0169,0.0175,0.0306,0.0240,0.0124,0.0067,0.0034,0.0045,0.0000,0.0064,0.0039,0.0003,0.0090,0.0169,0.0043,0.0131,0.0088
228,0.0111,0.0042,0.0054,0.0043,0.0079,0.0100,0.0005,0.0453,0.0034,0.0113,0.0288,0.0095,0.0173,0.0032,0.0014,0.0159,0.0073,0.0067,0.0171,0.0175,0.0306,0.0240,0.0124,0.0067,0.0034,0.0045,0.0000,0.0064,0.0039,0.0003,0.0090,0.0169,0.0043,0.0131,0.0088
229,0.0112,0.0042,0.0054,0.0043,0.0079,0.0100,0.0005,0.0453,0.0034,0.0113,0.0289,0.0095,0.0173,0.0033,0.0014,0.0159,0.0073,0.0067,0.0173,0.0175,0.0306,0.0240,0.0124,0.0067,0.0034,0.0046,0.0000,0.0064,0.0039,0.0003,0.0090,0.0169,0.0043,0.0131,0.0089
230,0.0112,0.0042,0.0054,0.0043,0.0079,0.0100,0.0005,0.0453,0.0034,0.0112,0.0289,0.0095,0.0173,0.0034,0.0015,0.0159,0.0073,0.0068,0.0175,0.0175,0.0306,0.0240,0.0124,0.0068,0.0034,0.0046,0.0000,0.0064,0.0039,0.0003,0.0091,0.0169,0.0043,0.0131,0.0089
231,0.0112,0.0042,0.0054,0.0043,0.0079,0.0100,0.0005,0.0453,0.0034,0.0112,0.0289,0.0095,0.0173,0.0034,0.0015,0.0159,0.0073,0.0068,0.0177,0.0175,0.0306,0.0240,0.0124,0.0068,0.0034,0.0046,0.0000,0.0064,0.0039,0.0003,0.0091,0.0169,0.0043,0.0131,0.0089
232,0.0113,0.0042,0.0054,0.0043,0.0080,0.0100,0.0005,0.0453,0.0034,0.0112,0.0289,0.0095,0.0173,0.0035,0.0015,0.0159,0.0074,0.0068,0.0179,0.0175,0.0306,0.0240,0.0124,0.0068,0.0034,0.0046,0.0000,0.0064,0.0039,0.0003,0.0091,0.0169,0.0043,0.0131,0.0089
233,0.0113,0.0042,0.0054,0.0043,0.0080,0.0100,0.0005,0.0453,0.0034,0.0112,0.0289,0.0095,0.0173,0.0036,0.0015,0.0159,0.0074,0.0068,0.0181,0.0175,0.0306,0.0240,0.0124,0.0068,0.0034,0.0046,0.0000,0.0064,0.0039,0.0003,0.0091,0.0169,0.0043,0.0131,0.0089
234,0.0113,0.0042,0.0054,0.0043,0.0080,0.0100,0.0005,0.0454,0.0034,0.0112,0.0289,0.0095,0.0173,0.0036,0.0015,0.0159,0.0074,0.0068,0.0183,0.0175,0.0306,0.0240,0.0124,0.0069,0.0034,0.0046,0.0000,0.0065,0.0039,0.0003,0.0091,0.0169,0.0043,0.0131,0.0089
235,0.0113,0.0042,0.0054,0.0043,0.0080,0.0100,0.0005,0.0454,0.0034,0.0112,0.0289,0.0095,0.0173,0.0037,0.0015,0.0159,0.0074,0.0068,0.0185,0.0175,0.0306,0.0240,0.0124,0.0069,0.0034,0.0046,0.0000,0.0065,0.0039,0.0003,0.0091,0.0169,0.0043,0.0131,0.0089
236,0.0114,0.0042,0.0055,0.0043,0.0081,0.0100,0.0005,0.0454,0.0034,0.0112,0.0289,0.0095,0.0173,0.0038,0.0015,0.0159,0.0075,0.0068,0.0187,0.0175,0.0306,0.0240,0.0124,0.0069,0.0034,0.0046,0.0000,0.0065,0.0039,0.0003,0.0091,0.0169,0.0043,0.0131,0.0089
237,0.0114,0.0042,0.0055,0.0043,0.0081,0.0100,0.0005,0.0454,0.0034,0.0112,0.0289,0.0095,0.0173,0.0038,0.0015,0.0159,0.0075,0.0068,0.0189,0.0175,0.0306,0.0240,0.0124,0.0070,0.0034,0.0046,0.0000,0.0065,0.0039,0.0003,0.0091,0.0169,0.0043,0.0131,0.0089
238,0.0114,0.0042,0.0055,0.0043,0.0081,0.0100,0.0005,0.0454,0.0034,0.0112,0.0289,0.0095,0.0173,0.0039,0.0015,0.0159,0.0075,0.0068,0.0191,0.0175,0.0306,0.0240,0.0124,0.0070,0.0034,0.0046,0.0000,0.0065,0.0039,0.0003,0.0091,0.0169,0.0043,0.0131,0.0089
239,0.0114,0.0042,0.0055,0.0043,0.0081,0.0100,0.0005,0.0454,0.0034,0.0112,0.0289,0.0095,0.0173,0.0040,0.0015,0.0159,0.0075,0.0068,0.0193,0.0175,0.0306,0.0240,0.0124,0.0070,0.0034,0.0046,0.0000,0.0065,0.0039,0.0003,0.0091,0.0169,0.0043,0.0131,0.0090
240,0.0115,0.0042,0.0055,0.0043,0.0082,0.0100,0.0005,0.0454,0.0034,0.0112,0.0289,0.0095,0.0173,0.0041,0.0015,0.0159,0.0076,0.0068,0.0195,0.0175,0.0306,0.0240,0.0124,0.0071,0.0034,0.0046,0.0000,0.0065,0.0039,0.0004,0.0091,0.0169,0.0043,0.0131,0.0090
241,0.0115,0.0042,0.0055,0.0043,0.0082,0.0100,0.0005,0.0454,0.0035,0.0112,0.0289,0.0095,0.0173,0.0041,0.0015,0.0159,0.0076,0.0068,0.0196,0.0175,0.0306,0.0240,0.0124,0.0071,0.0034,0.0047,0.0000,0.0065,0.0039,0.0004,0.0091,0.0169,0.0043,0.0131,0.0090
242,0.0115,0.0041,0.0055,0.0043,0.0082,0.0100,0.0005,0.0454,0.0035,0.0112,0.0289,0.0095,0.0173,0.0042,0.0015,0.0159,0.0076,0.0068,0.0198,0.0175,0.0306,0.0240,0.0124,0.0071,0.0034,0.0047,0.0000,0.0065,0.0039,0.0004,0.0092,0.0170,0.0043,0.0131,0.0090
243,0.0116,0.0041,0.0055,0.0043,0.0082,0.0100,0.0005,0.0454,0.0035,0.0112,0.0289,0.0095,0.0173,0.0043,0.0015,0.0159,0.0076,0.0069,0.0200,0.0175,0.0306,0.0240,0.0124,0.0072,0.0034,0.0047,0.0000,0.0065,0.0039,0.0004,0.0092,0.0170,0.0043,0.0131,0.0090
244,0.0116,0.0041,0.0055,0.0043,0.0083,0.0100,0.0005,0.0454,0.0035,0.0112,0.0289,0.0095,0.0173,0.0044,0.0015,0.0159,0.0077,0.0069,0.0202,0.0175,0.0306,0.0240,0.0124,0.0072,0.0034,0.0047,0.0000,0.0065,0.0039,0.0004,0.0092,0.0170,0.0043,0.0131,0.0090
245,0.0116,0.0041,0.0055,0.0043,0.0083,0.0100,0.0005,0.0454,0.0035,0.0112,0.0289,0.0095,0.0173,0.0044,0.0015,0.0159,0.0077,0.0069,0.0203,0.0175,0.0306,0.0240,0.0124,0.0072,0.0034,0.0047,0.0000,0.0065,0.0039,0.0004,0.0092,0.0170,0.0043,0.0131,0.0090
246,0.0116,0.0041,0.0055,0.0043,0.0083,0.0100,0.0005,0.0454,0.0035,0.0112,0.0289,0.0095,0.0173,0.0045,0.0015,0.0159,0.0077,0.0069,0.0205,0.0175,0.0306,0.0239,0.0124,0.0072,0.0034,0.0047,0.0000,0.0065,0.0039,0.0004,0.0092,0.0170,0.0043,0.0131,0.0090
247,0.0117,0.0041,0.0055,0.0043,0.0083,0.0100,0.0005,0.0454,0.0035,0.0112,0.0289,0.0095,0.0173,0.0046,0.0015,0.0159,0.0077,0.0069,0.0207,0.0175,0.0306,0.0239,0.0124,0.0073,0.0034,0.0047,0.0000,0.0065,0.0039,0.0004,0.0092,0.0170,0.0043,0.0131,0.0090
248,0.0117,0.0041,0.0055,0.0043,0.0084,0.0100,0.0005,0.0454,0.0035,0.0112,0.0289,0.0095,0.0173,0.0047,0.0015,0.0159,0.0078,0.0069,0.0208,0.0175,0.0306,0.0239,0.0124,0.0073,0.0034,0.0047,0.0000,0.0065,0.0039,0.0004,0.0092,0.0170,0.0043,0.0131,0.0090
249,0.0117,0.0041,0.0055,0.0043,0.0084,0.0100,0.0005,0.0454,0.0035,0.0112,0.0289,0.0095,0.0173,0.0047,0.0015,0.0159,0.0078,0.0069,0.0210,0.0175,0.0306,0.0239,0.0124,0.0073,0.0034,0.0047,0.0000,0.0065,0.0039,0.0004,0.0092,0.0170,0.0043,0.0131,0.0090
250,0.0117,0.0041,0.0055,0.0043,0.0084,0.0100,0.0005,0.0454,0.0035,0.0112,0.0289,0.0095,0.0173,0.0048,0.0015,0.0159,0.0078,0.0069,0.0211,0.0175,0.0306,0.0239,0.0124,0.0074,0.0034,0.0047,0.0000,0.0065,0.0039,0.0004,0.0092,0.0170,0.0043,0.0131,0.0091
251,0.0118,0.0041,0.0056,0.0043,0.0085,0.0100,0.0005,0.0454,0.0035,0.0112,0.0289,0.0095,0.0173,0.0049,0.0015,0.0159,0.0078,0.0069,0.0213,0.0175,0.0306,0.0239,0.0124,0.0074,0.0034,0.0047,0.0000,0.0065,0.0039,0.0004,0.0092,0.0170,0.0043,0.0131,0.0091
252,0.0118,0.0041,0.0056,0.0043,0.0085,0.0100,0.0005,0.0454,0.0035,0.0112,0.0289,0.0095,0.0173,0.0050,0.0015,0.0159,0.0079,0.0069,0.0214,0.0175,0.0306,0.0239,0.0124,0.0074,0.0034,0.0047,0.0000,0.0065,0.0039,0.0005,0.0092,0.0170,0.0043,0.0131,0.0091
253,0.0118,0.0041,0.0056,0.0043,0.0085,0.0100,0.0005,0.0454,0.0035,0.0112,0.0289,0.0095,0.0173,0.0050,0.0015,0.0159,0.0079,0.0069,0.0216,0.0175,0.0306,0.0239,0.0124,0.0074,0.0034,0.0048,0.0000,0.0065,0.0039,0.0005,0.0092,0.0170,0.0043,0.0131,0.0091
254,0.0118,0.0041,0.0056,0.0043,0.0085,0.0100,0.0005,0.0454,0.0035,0.0112,0.0289,0.0095,0.0173,0.0051,0.0015,0.0159,0.0079,0.0069,0.0217,0.0175,0.0306,0.0239,0.0124,0.0075,0.0034,0.0048,0.0000,0.0065,0.0039,0.0005,0.0092,0.0170,0.0043,0.0131,0.0091
255,0.0119,0.0041,0.0056,0.0043,0.0086,0.0100,0.0005,0.0454,0.0035,0.0112,0.0289,0.0095,0.0173,0.0052,0.0015,0.0159,0.0079,0.0069,0.0219,0.0175,0.0306,0.0239,0.0124,0.0075,0.0034,0.0048,0.0000,0.0065,0.0039,0.0005,0.0093,0.0170,0.0043,0.0131,0.0091
256,0.0119,0.0041,0.0056,0.0043,0.0086,0.0100,0.0005,0.0454,0.0035,0.0112,0.0289,0.0095,0.0173,0.0053,0.0015,0.0159,0.0080,0.0069,0.0220,0.0175,0.0306,0.0239,0.0124,0.0075,0.0034,0.0048,0.0000,0.0065,0.0039,0.0005,0.0093,0.0170,0.0043,0.0131,0.0091
257,0.0119,0.0041,0.0056,0.0043,0.0086,0.0100,0.0005,0.0454,0.0035,0.0112,0.0289,0.0095,0.0173,0.0053,0.0015,0.0159,0.0080,0.0070,0.0222,0.0175,0.0306,0.0239,0.0124,0.0076,0.0034,0.0048,0.0000,0.0065,0.0039,0.0005,0.0093,0.0170,0.0043,0.0131,0.0091
258,0.0119,0.0041,0.0056,0.0043,0.0087,0.0100,0.0005,0.0454,0.0035,0.0112,0.0289,0.0095,0.0173,0.0054,0.0015,0.0159,0.0080,0.0070,0.0223,0.0175,0.0306,0.0239,0.0124,0.0076,0.0034,0.0048,0.0000,0.0065,0.0039,0.0005,0.0093,0.0170,0.0043,0.0131,0.0091
259,0.0120,0.0041,0.0056,0.0043,0.0087,0.0100,0.0005,0.0454,0.0035,0.0112,0.0289,0.0095,0.0173,0.0055,0.0015,0.0159,0.0080,0.0070,0.0224,0.0175,0.0306,0.0239,0.0124,0.0076,0.0034,0.0048,0.0000,0.0065,0.0039,0.0005,0.0093,0.0170,0.0043,0.0131,0.0091
260,0.0120,0.0041,0.0056,0.0043,0.0087,0.0100,0.0005,0.0454,0.0035,0.0112,0.0289,0.0095,0.0173,0.0056,0.0015,0.0159,0.0080,0.0070,0.0225,0.0175,0.0306,0.0239,0.0124,0.0076,0.0034,0.0048,0.0000,0.0065,0.0039,0.0005,0.0093,0.0170,0.0043,0.0131,0.0091
261,0.0120,0.0041,0.0056,0.0043,0.0088,0.0100,0.0005,0.0454,0.0035,0.0112,0.0289,0.0095,0.0173,0.0057,0.0015,0.0159,0.0081,0.0070,0.0227,0.0175,0.0306,0.0239,0.0124,0.0077,0.0034,0.0048,0.0000,0.0065,0.0039,0.0005,0.0093,0.0170,0.0043,0.0131,0.0091
262,0.0120,0.0041,0.0056,0.0043,0.0088,0.0100,0.0005,0.0454,0.0035,0.0112,0.0289,0.0095,0.0173,0.0057,0.0015,0.0159,0.0081,0.0070,0.0228,0.0175,0.0306,0.0239,0.0124,0.0077,0.0034,0.0048,0.0000,0.0065,0.0039,0.0005,0.0093,0.0170,0.0043,0.0131,0.0092
263,0.0121,0.0041,0.0056,0.0043,0.0088,0.0100,0.0005,0.0454,0.0035,0.0112,0.0289,0.0094,0.0173,0.0058,0.0015,0.0159,0.0081,0.0070,0.0229,0.0175,0.0306,0.0239,0.0124,0.0077,0.0034,0.0048,0.0000,0.0065,0.0039,0.0006,0.0093,0.0170,0.0043,0.0131,0.0092
264,0.0121,0.0041,0.0056,0.0043,0.0088,0.0100,0.0005,0.0454,0.0035,0.0112,0.0289,0.0094,0.0173,0.0059,0.0015,0.0159,0.0081,0.0070,0.0230,0.0175,0.0306,0.0239,0.0124,0.0078,0.0034,0.0049,0.0000,0.0065,0.0039,0.0006,0.0093,0.0170,0.0043,0.0131,0.0092
265,0.0121,0.0041,0.0056,0.0043,0.0089,0.0100,0.0005,0.0454,0.0035,0.0112,0.0289,0.0094,0.0173,0.0060,0.0015,0.0159,0.0082,0.0070,0.0231,0.0175,0.0306,0.0239,0.0124,0.0078,0.0034,0.0049,0.0000,0.0065,0.0039,0.0006,0.0093,0.0170,0.0043,0.0131,0.0092
266,0.0121,0.0041,0.0056,0.0043,0.0089,0.0100,0.0005,0.0454,0.0035,0.0112,0.0289,0.0094,0.0173,0.0061,0.0015,0.0159,0.0082,0.0070,0.0232,0.0175,0.0306,0.0239,0.0124,0.0078,0.0034,0.0049,0.0000,0.0065,0.0039,0.0006,0.0093,0.0170,0.0043,0.0131,0.0092
267,0.0122,0.0041,0.0056,0.0043,0.0089,0.0100,0.0005,0.0454,0.0035,0.0112,0.0289,0.0094,0.0173,0.0061,0.0015,0.0159,0.0082,0.0070,0.0233,0.0175,0.0306,0.0239,0.0124,0.0078,0.0034,0.0049,0.0001,0.0065,0.0039,0.0006,0.0093,0.0170,0.0043,0.0131,0.0092
268,0.0122,0.0041,0.0056,0.0043,0.0090,0.0100,0.0005,0.0454,0.0035,0.0112,0.0289,0.0094,0.0173,0.0062,0.0015,0.0159,0.0082,0.0070,0.0234,0.0175,0.0306,0.0239,0.0124,0.0079,0.0034,0.0049,0.0001,0.0065,0.0039,0.0006,0.0093,0.0170,0.0043,0.0131,0.0092
269,0.0122,0.0041,0.0057,0.0043,0.0090,0.0100,0.0005,0.0454,0.0035,0.0112,0.0289,0.0094,0.0173,0.0063,0.0015,0.0159,0.0082,0.0070,0.0235,0.0175,0.0306,0.0239,0.0124,0.0079,0.0034,0.0049,0.0001,0.0065,0.0039,0.0006,0.0093,0.0170,0.0043,0.0131,0.0092
270,0.0122,0.0041,0.0057,0.0043,0.0090,0.0100,0.0005,0.0454,0.0035,0.0112,0.0289,0.0094,0.0173,0.0064,0.0015,0.0159,0.0083,0.0070,0.0236,0.0175,0.0306,0.0239,0.0124,0.0079,0.0034,0.0049,0.0001,0.0065,0.0039,0.0006,0.0093,0.0170,0.0043,0.0131,0.0092
271,0.0122,0.0041,0.0057,0.0043,0.0091,0.0100,0.0005,0.0454,0.0035,0.0112,0.0289,0.0094,0.0173,0.0065,0.0015,0.0159,0.0083,0.0070,0.0237,0.0175,0.0306,0.0239,0.0124,0.0079,0.0034,0.0049,0.0001,0.0065,0.0039,0.0006,0.0094,0.0170,0.0043,0.0131,0.0092
272,0.0123,0.0041,0.0057,0.0043,0.0091,0.0100,0.0005,0.0454,0.0035,0.0112,0.0289,0.0094,0.0173,0.0065,0.0015,0.0159,0.0083,0.0070,0.0238,0.0175,0.0306,0.0239,0.0124,0.0080,0.0034,0.0049,0.0001,0.0065,0.0039,0.0006,0.0094,0.0170,0.0043,0.0131,0.0092
273,0.0123,0.0041,0.0057,0.0043,0.0091,0.0100,0.0005,0.0454,0.0035,0.0112,0.0289,0.0094,0.0173,0.0066,0.0015,0.0159,0.0083,0.0071,0.0239,0.0175,0.0306,0.0239,0.0124,0.0080,0.0034,0.0049,0.0001,0.0065,0.0039,0.0007,0.0094,0.0170,0.0043,0.0131,0.0092
274,0.0123,0.0041,0.0057,0.0043,0.0091,0.0100,0.0005,0.0454,0.0035,0.0112,0.0289,0.0094,0.0173,0.0067,0.0015,0.0159,0.0083,0.0071,0.0240,0.0175,0.0306,0.0239,0.0124,0.0080,0.0034,0.0049,0.0001,0.0065,0.0039,0.0007,0.0094,0.0170,0.0043,0.0131,0.0092
275,0.0123,0.0041,0.0057,0.0043,0.0092,0.0100,0.0005,0.0454,0.0035,0.0112,0.0289,0.0094,0.0173,0.0068,0.0015,0.0159,0.0084,0.0071,0.0241,0.0175,0.0306,0.0238,0.0124,0.0080,0.0034,0.0050,0.0001,0.0065,0.0039,0.0007,0.0094,0.0170,0.0043,0.0131,0.0093
276,0.0124,0.0041,0.0057,0.0043,0.0092,0.0100,0.0005,0.0454,0.0035,0.0112,0.0289,0.0094,0.0173,0.0069,0.0015,0.0159,0.0084,0.0071,0.0242,0.0175,0.0306,0.0238,0.0124,0.0081,0.0034,0.0050,0.0001,0.0065,0.0039,0.0007,0.0094,0.0171,0.0043,0.0131,0.0093
277,0.0124,0.0041,0.0057,0.0043,0.0092,0.0100,0.0005,0.0454,0.0035,0.0112,0.0289,0.0094,0.0173,0.0069,0.0015,0.0159,0.0084,0.0071,0.0243,0.0175,0.0306,0.0238,0.0124,0.0081,0.0034,0.0050,0.0001,0.0065,0.0039,0.0007,0.0094,0.0171,0.0043,0.0131,0.0093
278,0.0124,0.0041,0.0057,0.0043,0.0093,0.0100,0.0005,0.0455,0.0035,0.0112,0.0289,0.0094,0.0173,0.0070,0.0015,0.0159,0.0084,0.0071,0.0243,0.0175,0.0306,0.0238,0.0124,0.0081,0.0034,0.0050,0.0001,0.0065,0.0039,0.0007,0.0094,0.0171,0.0043,0.0131,0.0093
279,0.0124,0.0041,0.0057,0.0043,0.0093,0.0100,0.0005,0.0455,0.0035,0.0112,0.0289,0.0094,0.0173,0.0071,0.0015,0.0159,0.0084,0.0071,0.0244,0.0175,0.0306,0.0238,0.0124,0.0081,0.0034,0.0050,0.0001,0.0065,0.0039,0.0007,0.0094,0.0171,0.0043,0.0131,0.0093
280,0.0124,0.0041,0.0057,0.0043,0.0093,0.0100,0.0005,0.0455,0.0035,0.0112,0.0289,0.0094,0.0173,0.0072,0.0015,0.0159,0.0085,0.0071,0.0245,0.0175,0.0306,0.0238,0.0124,0.0082,0.0034,0.0050,0.0001,0.0065,0.0039,0.0007,0.0094,0.0171,0.0043,0.0131,0.0093
281,0.0125,0.0041,0.0057,0.0043,0.0094,0.0100,0.0005,0.0455,0.0035,0.0112,0.0289,0.0094,0.0173,0.0073,0.0015,0.0159,0.0085,0.0071,0.0246,0.0175,0.0306,0.0238,0.0124,0.0082,0.0034,0.0050,0.0001,0.0065,0.0039,0.0007,0.0094,0.0171,0.0043,0.0131,0.0093
282,0.0125,0.0041,0.0057,0.0043,0.0094,0.0100,0.0005,0.0455,0.0035,0.0112,0.0289,0.0094,0.0173,0.0073,0.0015,0.0159,0.0085,0.0071,0.0246,0.0175,0.0306,0.0238,0.0124,0.0082,0.0034,0.0050,0.0001,0.0065,0.0039,0.0007,0.0094,0.0171,0.0043,0.0131,0.0093
283,0.0125,0.0041,0.0057,0.0043,0.0094,0.0100,0.0005,0.0455,0.0035,0.0112,0.0289,0.0094,0.0173,0.0074,0.0015,0.0159,0.0085,0.0071,0.0247,0.0175,0.0306,0.0238,0.0124,0.0082,0.0034,0.0050,0.0001,0.0065,0.0039,0.0008,0.0094,0.0171,0.0043,0.0131,0.0093
284,0.0125,0.0041,0.0057,0.0043,0.0094,0.0100,0.0005,0.0455,0.0035,0.0112,0.0289,0.0094,0.0173,0.0075,0.0015,0.0158,0.0085,0.0071,0.0248,0.0175,0.0306,0.0238,0.0124,0.0083,0.0034,0.0050,0.0001,0.0065,0.0039,0.0008,0.0094,0.0171,0.0043,0.0131,0.0093
285,0.0125,0.0041,0.0057,0.0043,0.0095,0.0100,0.0005,0.0455,0.0035,0.0112,0.0289,0.0094,0.0173,0.0076,0.0015,0.0158,0.0085,0.0071,0.0248,0.0175,0.0306,0.0238,0.0124,0.0083,0.0034,0.0050,0.0001,0.0065,0.0039,0.0008,0.0094,0.0171,0.0043,0.0131,0.0093
286,0.0126,0.0041,0.0057,0.0043,0.0095,0.0100,0.0005,0.0455,0.0035,0.0112,0.0289,0.0094,0.0173,0.0076,0.0015,0.0158,0.0086,0.0071,0.0249,0.0175,0.0306,0.0238,0.0124,0.0083,0.0034,0.0050,0.0001,0.0065,0.0039,0.0008,0.0094,0.0171,0.0043,0.0131,0.0093
287,0.0126,0.0041,0.0057,0.0043,0.0095,0.0100,0.0005,0.0455,0.0035,0.0112,0.0289,0.0094,0.0173,0.0077,0.0015,0.0158,0.0086,0.0071,0.0250,0.0175,0.0306,0.0238,0.0124,0.0083,0.0034,0.0050,0.0001,0.0065,0.0039,0.0008,0.0094,0.0171,0.0043,0.0131,0.0093
288,0.0126,0.0041,0.0057,0.0043,0.0096,0.0100,0.0005,0.0455,0.0035,0.0112,0.0289,0.0094,0.0173,0.0078,0.0015,0.0158,0.0086,0.0071,0.0250,0.0175,0.0306,0.0238,0.0124,0.0084,0.0034,0.0051,0.0001,0.0065,0.0039,0.0008,0.0094,0.0171,0.0043,0.0131,0.0093
289,0.0126,0.0041,0.0057,0.0043,0.0096,0.0100,0.0005,0.0455,0.0035,0.0112,0.0289,0.0094,0.0173,0.0079,0.0015,0.0158,0.0086,0.0071,0.0251,0.0175,0.0306,0.0238,0.0124,0.0084,0.0034,0.0051,0.0001,0.0065,0.0039,0.0008,0.0094,0.0171,0.0043,0.0131,0.0093
290,0.0127,0.0041,0.0057,0.0043,0.0096,0.0100,0.0005,0.0455,0.0035,0.0112,0.0289,0.0094,0.0173,0.0079,0.0015,0.0158,0.0086,0.0071,0.0251,0.0175,0.0306,0.0238,0.0124,0.0084,0.0034,0.0051,0.0001,0.0065,0.0039,0.0008,0.0094,0.0171,0.0043,0.0131,0.0094
291,0.0127,0.0041,0.0057,0.0043,0.0097,0.0100,0.0005,0.0455,0.0035,0.0112,0.0289,0.0094,0.0173,0.0080,0.0015,0.0158,0.0086,0.0071,0.0252,0.0175,0.0306,0.0238,0.0124,0.0084,0.0034,0.0051,0.0001,0.0065,0.0039,0.0008,0.0094,0.0171,0.0043,0.0131,0.0094
292,0.0127,0.0041,0.0057,0.0043,0.0097,0.0100,0.0005,0.0455,0.0035,0.0112,0.0289,0.0094,0.0173,0.0081,0.0015,0.0158,0.0087,0.0071,0.0252,0.0175,0.0306,0.0238,0.0124,0.0085,0.0034,0.0051,0.0001,0.0065,0.0039,0.0008,0.0095,0.0171,0.0043,0.0131,0.0094
293,0.0127,0.0041,0.0057,0.0043,0.0097,0.0100,0.0005,0.0455,0.0035,0.0112,0.0289,0.0094,0.0173,0.0082,0.0015,0.0158,0.0087,0.0072,0.0253,0.0175,0.0306,0.0238,0.0124,0.0085,0.0034,0.0051,0.0001,0.0065,0.0039,0.0009,0.0095,0.0171,0.0043,0.0131,0.0094
294,0.0127,0.0041,0.0058,0.0043,0.0097,0.0100,0.0005,0.0455,0.0035,0.0112,0.0289,0.0094,0.0173,0.0083,0.0015,0.0158,0.0087,0.0072,0.0253,0.0175,0.0306,0.0238,0.0124,0.0085,0.0034,0.0051,0.0001,0.0065,0.0039,0.0009,0.0095,0.0171,0.0043,0.0131,0.0094
295,0.0127,0.0041,0.0058,0.0043,0.0098,0.0100,0.0005,0.0455,0.0035,0.0112,0.0289,0.0094,0.0173,0.0083,0.0015,0.0158,0.0087,0.0072,0.0254,0.0175,0.0306,0.0238,0.0124,0.0085,0.0034,0.0051,0.0001,0.0065,0.0039,0.0009,0.0095,0.0171,0.0043,0.0131,0.0094
296,0.0128,0.0041,0.0058,0.0043,0.0098,0.0100,0.0005,0.0455,0.0035,0.0112,0.0289,0.0094,0.0173,0.0084,0.0015,0.0158,0.0087,0.0072,0.0254,0.0175,0.0306,0.0238,0.0124,0.0085,0.0034,0.0051,0.0001,0.0065,0.0039,0.0009,0.0095,0.0171,0.0043,0.0131,0.0094
297,0.0128,0.0041,0.0058,0.0043,0.0098,0.0100,0.0005,0.0455,0.0035,0.0112,0.0289,0.0094,0.0173,0.0085,0.0015,0.0158,0.0087,0.0072,0.0255,0.0175,0.0306,0.0238,0.0124,0.0086,0.0034,0.0051,0.0001,0.0065,0.0039,0.0009,0.0095,0.0171,0.0043,0.0131,0.0094
298,0.0128,0.0041,0.0058,0.0043,0.0099,0.0100,0.0006,0.0455,0.0035,0.0112,0.0289,0.0094,0.0173,0.0086,0.0015,0.0158,0.0088,0.0072,0.0255,0.0175,0.0306,0.0238,0.0124,0.0086,0.0034,0.0051,0.0001,0.0065,0.0039,0.0009,0.0095,0.0171,0.0043,0.0131,0.0094
299,0.0128,0.0041,0.0058,0.0043,0.0099,0.0100,0.0006,0.0455,0.0035,0.0112,0.0289,0.0094,0.0173,0.0086,0.0015,0.0158,0.0088,0.0072,0.0256,0.0175,0.0306,0.0238,0.0124,0.0086,0.0034,0.0051,0.0001,0.0065,0.0039,0.0009,0.0095,0.0171,0.0043,0.0131,0.0094
