step,community_0,community_2,community_3,community_4,community_5,community_6,community_7,community_8,community_9,community_11,community_12,community_13,community_14,community_15,community_16,community_17,community_20,community_21,community_24,community_25,community_28,community_33,community_39,community_42,community_43,community_44,community_53,community_74,community_89
281,0.0138,0.0039,0.0125,0.0000,0.0226,0.0031,0.0104,0.0010,0.0002,0.0151,0.0162,0.0261,0.0012,0.0047,0.0253,0.0207,0.0036,0.0252,0.0105,0.0095,0.0002,0.0101,0.0166,0.0282,0.0333,0.0094,0.0144,0.0116,0.0064
282,0.0138,0.0039,0.0125,0.0000,0.0226,0.0031,0.0104,0.0010,0.0002,0.0151,0.0163,0.0261,0.0012,0.0047,0.0253,0.0208,0.0036,0.0252,0.0105,0.0095,0.0002,0.0101,0.0166,0.0282,0.0333,0.0094,0.0144,0.0116,0.0064
283,0.0138,0.0039,0.0125,0.0000,0.0226,0.0031,0.0104,0.0010,0.0002,0.0151,0.0163,0.0261,0.0012,0.0047,0.0253,0.0208,0.0036,0.0252,0.0105,0.0096,0.0002,0.0101,0.0166,0.0282,0.0333,0.0094,0.0145,0.0116,0.0064
284,0.0138,0.0039,0.0125,0.0000,0.0226,0.0031,0.0105,0.0010,0.0002,0.0152,0.0164,0.0261,0.0012,0.0047,0.0252,0.0209,0.0037,0.0252,0.0106,0.0096,0.0003,0.0101,0.0166,0.0282,0.0333,0.0094,0.0145,0.0116,0.0065
285,0.0138,0.0039,0.0126,0.0000,0.0226,0.0031,0.0105,0.0010,0.0002,0.0152,0.0164,0.0262,0.0012,0.0048,0.0252,0.0209,0.0037,0.0252,0.0106,0.0096,0.0003,0.0101,0.0166,0.0282,0.0333,0.0094,0.0145,0.0116,0.0065
286,0.0138,0.0039,0.0126,0.0000,0.0226,0.0032,0.0105,0.0010,0.0002,0.0152,0.0164,0.0262,0.0012,0.0048,0.0252,0.0210,0.0037,0.0252,0.0106,0.0096,0.0003,0.0101,0.0166,0.0282,0.0333,0.0094,0.0146,0.0116,0.0065
287,0.0138,0.0039,0.0126,0.0000,0.0227,0.0032,0.0105,0.0010,0.0002,0.0152,0.0165,0.0262,0.0012,0.0048,0.0252,0.0210,0.0037,0.0252,0.0107,0.0096,0.0003,0.0101,0.0166,0.0282,0.0333,0.0094,0.0146,0.0116,0.0066
288,0.0137,0.0039,0.0126,0.0000,0.0227,0.0032,0.0105,0.0010,0.0002,0.0152,0.0165,0.0262,0.0012,0.0048,0.0252,0.0210,0.0037,0.0252,0.0107,0.0096,0.0003,0.0101,0.0166,0.0282,0.0333,0.0094,0.0146,0.0116,0.0066
289,0.0137,0.0039,0.0126,0.0000,0.0227,0.0032,0.0106,0.0010,0.0002,0.0152,0.0166,0.0262,0.0012,0.0048,0.0252,0.0211,0.0037,0.0252,0.0107,0.0096,0.0003,0.0101,0.0166,0.0282,0.0333,0.0094,0.0147,0.0116,0.0066
290,0.0137,0.0039,0.0126,0.0000,0.0227,0.0032,0.0106,0.0010,0.0002,0.0152,0.0166,0.0262,0.0013,0.0048,0.0252,0.0211,0.0037,0.0252,0.0108,0.0096,0.0003,0.0101,0.0166,0.0282,0.0333,0.0094,0.0147,0.0116,0.0066
291,0.0137,0.0039,0.0126,0.0000,0.0227,0.0032,0.0106,0.0010,0.0002,0.0153,0.0167,0.0262,0.0013,0.0048,0.0252,0.0212,0.0037,0.0252,0.0108,0.0097,0.0003,0.0101,0.0166,0.0282,0.0333,0.0094,0.0148,0.0116,0.0067
292,0.0137,0.0039,0.0126,0.0000,0.0227,0.0032,0.0106,0.0010,0.0002,0.0153,0.0167,0.0262,0.0013,0.0048,0.0252,0.0212,0.0037,0.0252,0.0108,0.0097,0.0003,0.0101,0.0166,0.0282,0.0333,0.0094,0.0148,0.0116,0.0067
293,0.0137,0.0040,0.0126,0.0000,0.0227,0.0032,0.0106,0.0010,0.0002,0.0153,0.0167,0.0262,0.0013,0.0048,0.0252,0.0213,0.0037,0.0252,0.0109,0.0097,0.0003,0.0101,0.0166,0.0282,0.0333,0.0094,0.0148,0.0116,0.0067
294,0.0137,0.0040,0.0126,0.0000,0.0227,0.0032,0.0107,0.0010,0.0002,0.0153,0.0168,0.0262,0.0013,0.0048,0.0252,0.0213,0.0037,0.0252,0.0109,0.0097,0.0003,0.0101,0.0166,0.0282,0.0333,0.0094,0.0149,0.0116,0.0068
295,0.0136,0.0040,0.0126,0.0000,0.0227,0.0032,0.0107,0.0010,0.0002,0.0153,0.0168,0.0262,0.0013,0.0048,0.0252,0.0214,0.0037,0.0252,0.0109,0.0097,0.0003,0.0101,0.0166,0.0282,0.0333,0.0094,0.0149,0.0116,0.0068
296,0.0136,0.0040,0.0126,0.0000,0.0227,0.0033,0.0107,0.0011,0.0002,0.0153,0.0169,0.0263,0.0013,0.0048,0.0252,0.0214,0.0037,0.0252,0.0110,0.0097,0.0003,0.0101,0.0166,0.0282,0.0333,0.0094,0.0149,0.0116,0.0068
297,0.0136,0.0040,0.0126,0.0000,0.0227,0.0033,0.0107,0.0011,0.0002,0.0153,0.0169,0.0263,0.0013,0.0048,0.0251,0.0214,0.0038,0.0252,0.0110,0.0097,0.0003,0.0101,0.0166,0.0282,0.0333,0.0094,0.0150,0.0116,0.0069
298,0.0136,0.0040,0.0126,0.0000,0.0227,0.0033,0.0107,0.0011,0.0002,0.0153,0.0169,0.0263,0.0013,0.0048,0.0251,0.0215,0.0038,0.0252,0.0110,0.0097,0.0003,0.0101,0.0166,0.0282,0.0333,0.0094,0.0150,0.0116,0.0069
299,0.0136,0.0040,0.0127,0.0000,0.0228,0.0033,0.0108,0.0011,0.0002,0.0153,0.0170,0.0263,0.0013,0.0048,0.0251,0.0215,0.0038,0.0252,0.0111,0.0097,0.0003,0.0101,0.0166,0.0282,0.0333,0.0094,0.0150,0.0117,0.0069
