step,community_0,community_1,community_2,community_3,community_4,community_5,community_6,community_7,community_8,community_10,community_11,community_12,community_20,community_21,community_23,community_32,community_37,community_38,community_57
282,0.0139,0.0067,0.0218,0.0085,0.0162,0.0150,0.0337,0.0363,0.0308,0.0150,0.0270,0.0141,0.0282,0.0087,0.0176,0.0076,0.0123,0.0347,0.0065
283,0.0139,0.0067,0.0218,0.0085,0.0162,0.0150,0.0337,0.0363,0.0308,0.0150,0.0270,0.0141,0.0282,0.0087,0.0176,0.0076,0.0123,0.0347,0.0065
284,0.0139,0.0067,0.0218,0.0086,0.0162,0.0150,0.0336,0.0363,0.0308,0.0150,0.0270,0.0141,0.0282,0.0087,0.0176,0.0076,0.0123,0.0347,0.0065
285,0.0139,0.0067,0.0218,0.0086,0.0162,0.0151,0.0336,0.0363,0.0308,0.0150,0.0270,0.0141,0.0282,0.0087,0.0176,0.0076,0.0123,0.0347,0.0065
286,0.0139,0.0067,0.0218,0.0086,0.0162,0.0151,0.0336,0.0363,0.0308,0.0151,0.0270,0.0141,0.0282,0.0087,0.0176,0.0076,0.0123,0.0347,0.0066
287,0.0139,0.0067,0.0218,0.0086,0.0162,0.0151,0.0336,0.0363,0.0308,0.0151,0.0270,0.0141,0.0282,0.0087,0.0176,0.0076,0.0123,0.0347,0.0066
288,0.0139,0.0067,0.0218,0.0087,0.0162,0.0152,0.0336,0.0363,0.0308,0.0151,0.0270,0.0141,0.0282,0.0087,0.0176,0.0076,0.0123,0.0347,0.0066
289,0.0139,0.0067,0.0218,0.0087,0.0162,0.0152,0.0336,0.0363,0.0308,0.0151,0.0270,0.0141,0.0282,0.0087,0.0176,0.0076,0.0123,0.0347,0.0066
290,0.0139,0.0067,0.0218,0.0087,0.0162,0.0152,0.0336,0.0363,0.0308,0.0151,0.0270,0.0141,0.0282,0.0087,0.0176,0.0076,0.0124,0.0347,0.0066
291,0.0139,0.0067,0.0218,0.0088,0.0162,0.0153,0.0336,0.0363,0.0308,0.0151,0.0270,0.0141,0.0282,0.0087,0.0176,0.0076,0.0124,0.0347,0.0066
292,0.0139,0.0067,0.0218,0.0088,0.0162,0.0153,0.0336,0.0363,0.0308,0.0151,0.0270,0.0141,0.0282,0.0087,0.0176,0.0076,0.0124,0.0347,0.0066
293,0.0139,0.0067,0.0218,0.0088,0.0162,0.0153,0.0336,0.0363,0.0308,0.0152,0.0270,0.0141,0.0282,0.0087,0.0176,0.0077,0.0124,0.0347,0.0066
294,0.0139,0.0067,0.0218,0.0088,0.0162,0.0153,0.0336,0.0363,0.0308,0.0152,0.0270,0.0141,0.0282,0.0087,0.0176,0.0077,0.0124,0.0347,0.0066
295,0.0139,0.0067,0.0218,0.0089,0.0162,0.0154,0.0336,0.0363,0.0308,0.0152,0.0270,0.0141,0.0282,0.0087,0.0176,0.0077,0.0124,0.0347,0.0066
296,0.0139,0.0067,0.0218,0.0089,0.0162,0.0154,0.0336,0.0363,0.0308,0.0152,0.0270,0.0141,0.0282,0.0087,0.0176,0.0077,0.0124,0.0347,0.0066
297,0.0139,0.0067,0.0219,0.0089,0.0162,0.0154,0.0336,0.0363,0.0308,0.0152,0.0270,0.0141,0.0282,0.0087,0.0176,0.0077,0.0124,0.0347,0.0066
298,0.0139,0.0067,0.0219,0.0089,0.0162,0.0154,0.0336,0.0363,0.0308,0.0152,0.0270,0.0141,0.0282,0.0087,0.0176,0.0077,0.0124,0.0347,0.0066
299,0.0139,0.0067,0.0219,0.0090,0.0162,0.0155,0.0336,0.0363,0.0308,0.0152,0.0270,0.0141,0.0282,0.0087,0.0176,0.0077,0.0124,0.0347,0.0066
